         10340073 function calls (10076572 primitive calls) in 130.711 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/_virtualenv.py:53(find_spec)
        2    0.000    0.000    0.000    0.000 {built-in method math.isnan}
        4    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/response.py:74(from_command)
        2    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        2    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/cursor.py:249(_supports_exhaust)
        2    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/common.py:960(_read_preference_for)
        4    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/mongo_client.py:1103(options)
        2    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/client_options.py:300(timeout)
        3    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/topology.py:1087(_filter_servers)
        1    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/apscheduler/jobstores/memory.py:31(get_next_run_time)
        1    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
        3    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/topology.py:746(description)
        2    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/cursor.py:936(session)
        4    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/response.py:79(docs)
        3    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/client_session.py:438(__del__)
        3    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/pool_options.py:469(socket_timeout)
        1    0.000    0.000    0.000    0.000 {method 'astimezone' of 'datetime.datetime' objects}
        4    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/response.py:59(address)
        2    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/message.py:1634(update_command)
        4    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/database.py:144(name)
        2    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        2    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/message.py:1779(reset)
        1    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/cachetools/__init__.py:382(__init__)
        1    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/apscheduler/jobstores/memory.py:80(_get_job_index)
        2    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/server_selectors.py:96(any_server_selector)
        1    0.000    0.000    0.000    0.000 {method 'remove' of 'collections.deque' objects}
        3    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/client_session.py:575(cluster_time)
        3    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/mongo_client.py:2488(__enter__)
        2    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/message.py:1612(reset)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/threading.py:1036(_set_ident)
        2    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/common.py:967(read_concern)
        1    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/cursor.py:1283(__iter__)
        1    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/message.py:1796(update_command)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/threading.py:124(RLock)
        2    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/cursor.py:776(_set_hint)
        1    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/cursor.py:379(_check_okay_to_chain)
        2    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/client_options.py:313(retry_reads)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/threading.py:311(_acquire_restore)
        2    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/common.py:927(codec_options)
        2    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/settings.py:112(local_threshold_ms)
        1    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/cachetools/__init__.py:324(__exit__)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/concurrent/futures/thread.py:115(BrokenThreadPool)
        1    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        2    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/collation.py:217(validate_collation_or_none)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/logging/__init__.py:811(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.daemon_threads_allowed}
        1    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/synchronous/client_session.py:225(causal_consistency)
        1    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/apscheduler/schedulers/base.py:985(_lookup_jobstore)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/threading.py:1234(daemon)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/logging/__init__.py:1369(disable)
        1    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:599(__init__)
        2    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/pymongo/read_concern.py:43(level)
        1    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1178(get_filename)
        1    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/cachetools/__init__.py:34(__setitem__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1153(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:986(create_module)
        1    0.000    0.000    0.000    0.000 //venv/lib/python3.12/site-packages/cachetools/__init__.py:137(getsizeof)
      2/0    0.000    0.000    0.000          /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/threading.py:637(wait)
    952/0   59.906    0.063    0.000          {built-in method time.sleep}
      1/0    0.000    0.000    0.000          /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/threading.py:323(wait)


